w	(danh từ) w, w (v kép).
work	(ngoại động từ) làm, gây ra, thi hành, thực hiện.
work	(ngoại động từ) khai thác (mỏ); trổng trọt (đất đai).
work	(ngoại động từ) giải (một bài toán); chữa (bệnh).
work	(ngoại động từ) nhào, nặn (bột, đất sét); rèn (sắt...); tạc (tượng); vẽ (một bức tranh); chạm (gỗ); trau (vàng, bạc).
work	(ngoại động từ) đưa dần vào, chuyển; đưa, dẫn (nghĩa đen & nghĩa bóng).
work	(ngoại động từ) (thông tục) sắp đặt, bày ra, bày mưu.
work in progress	(danh từ) (kinh tế học) sản phẩm đang gia công.
work of art	(danh từ) tác phẩm nghệ thuật (tranh, thơ, toà nhà, tượng...).
work sharing	(danh từ) (kinh tế học) chia sẻ công việc.
work study	(danh từ) hiệu quả học (hệ thống đánh giá lao động và phương pháp lao động, nhằm xem có thể làm được nhanh hơn hoặc hiệu quả hơn không).
work surface	(danh từ) nơi bày thức ăn để nấu nướng (mặt phẳng trong nhà bếp ở trên tủ đựng thức ăn, tủ lạnh...dùng để chuẩn bị thức ăn...).
work to rule	(danh từ) (kinh tế học) làm việc theo quy định.
work top	(danh từ) nơi bày thức ăn để nấu nướng (mặt phẳng trong nhà bếp ở trên tủ đựng thức ăn, tủ lạnh...dùng để chuẩn bị thức ăn...).
work-basket	(danh từ) giỏ khâu.
work-bench	(danh từ) bàn làm việc của một thợ máy, thợ mộc.
work-box	(danh từ) hộp đồ khâu vá.
work-force	(danh từ) lực lượng lao động.
work-horse	(danh từ) ngựa kéo, ngựa thồ.
work-horse	(danh từ) (nghĩa bóng) người được những người khác trông cậy để làm nhiều công việc nặng nhọc.
work-in	(danh từ) hình thức phản đối của công nhân chiếm và điều hành một nhà máy...khi phải đóng cửa.
work-leisure model	(danh từ) (kinh tế học) mô hình lao động - nghỉ ngơi.
work-load	(danh từ) khối lượng công việc ai, làm.
work-mate	(danh từ) bạn cùng nghề; bạn đồng nghiệp; cộng tác viên.
work-out	(danh từ) thời kỳ luyện tập thân thể với cường độ cao.
work-people	(danh từ) tầng lớp công nhân.
work-shy	(tính từ) lười biếng.
work-shy	(danh từ) sự lười biếng.
work-table	(danh từ) bàn may.
work-to-rule	(danh từ) đình công theo luật (hình thức phản đối của công nhân, trong đó họ tuân theo chặt chẽ các qui định của chủ và từ chối không chịu làm thêm giờ, ngoài giờ...).
workable	(tính từ) có thể làm được, có thể thực hiện được, dễ thực hiện.
workable	(tính từ) dễ dùng, dễ cho chạy, dễ điều khiển.
workable	(tính từ) dễ khai thác.
workable	(tính từ) dễ bị ảnh hưởng, dễ sai khiến, dễ điều khiển (người).
workable competition	(danh từ) (kinh tế học) cạnh tranh có thể thể thực hiện được.
workaday	(tính từ) thường ngày.
workaday	(tính từ) tầm thường.
workaholic	(danh từ) (thông tục) người tham công tiếc việc (người mê mải làm việc khó dừng lại được).
workbook	(danh từ) sách bài tập.
workday	(danh từ) ngày làm việc, ngày công.
worker	(danh từ) người lao động, người làm việc.
worker	(danh từ) thợ, công nhân.
worker	(danh từ) (số nhiều) giai cấp công nhân, nhân dân lao động.
worker	(danh từ) (động vật học) ong thợ.
workers co-operative	(danh từ) (kinh tế học) hợp tác xã của công nhân.
workers partipation	(danh từ) (kinh tế học) sự tham gia của người lao động.
workforce	(danh từ) lực lượng lao động.
workhouse	(danh từ) trại tế bần, nhà tế bần.
workhouse	(danh từ) (từ mỹ, nghĩa mỹ) trại cải tạo.
working	(danh từ) sự làm việc, sự làm.
working	(danh từ) sự lên men, sự để lên men (rượu, bia).
working	(danh từ) (kỹ thuật) sự hoạt động, sự chuyển vận, sự vận hành, sự dùng (máy móc).
working	(danh từ) sự khai thác (mỏ).
working	(danh từ) (số nhiều) công trường, xưởng.
working	(danh từ) (y học) tác dụng, công dụng (của thuốc).
working	(danh từ) sự nhăn nhó (mặt).
working	(tính từ) lao động, công nhân, vô sản.
working	(tính từ) dùng để làm việc.
working	(tính từ) công, làm việc.
working	(tính từ) (kỹ thuật) chạy, hoạt động.
working	(tính từ) (tài chính) luân chuyển; kinh doanh.
working	(tính từ) đủ, vừa đủ; có hiệu lực, có giá trị.
working	(tính từ) có thể chấp nhận, thừa nhận được.
working capital	(danh từ) (kinh tế học) vốn lưu động.
working capital	(danh từ) vốn luân chuyển (vốn cần thiết để sử dụng cho việc điều hành một doanh nghiệp, chứ không đầu tư vào nhà cửa, thiết bị...).
working capital ratio	(danh từ) (kinh tế học) tỷ số vốn lưu động.
working class	(danh từ) (the working class) giai cấp công nhân.
working man	(danh từ) công nhân.
working population	(danh từ) (kinh tế học) lực lượng lao động.
working-out	(danh từ) sự tính toán (lợi nhuận); sự tính toán kết quả.
working-out	(danh từ) sự giải (bài toán).
working-out	(danh từ) sự vạch ra (kế hoạch); sự vạch ra những chi tiết.
working-out	(danh từ) sự chuẩn bị (bài diễn văn); sự viết ra (bài giảng).
working-over	(danh từ) sự đánh đập.
workless	(tính từ) không có việc, không làm việc.
workman	(danh từ) công nhân, người thợ.
workmanlike	(tính từ) khéo như thợ làm, khéo tay, làm khéo, khéo léo.
workmanship	(danh từ) tài nghệ, sự khéo léo.
workmanship	(danh từ) tay nghề (công nhân).
workmen	(danh từ) công nhân, người thợ (người đàn ông được thuê làm công việc chân tay hoặc (cơ khí)).
workmen	(danh từ) người lao động (theo một cách được nói rõ).
workout	(danh từ) (từ mỹ, nghĩa mỹ), (thể dục, thể thao) buổi luyện tập.
workpeople	(danh từ) tầng lớp công nhân, những người lao động.
workpiece	(danh từ) vật chưa thành phẩm.
workroom	(danh từ) phòng làm việc.
worksheet	(danh từ) giấy chấm công.
workshop	(danh từ) xưởng.
workwoman	(danh từ) nữ công nhân.
world	(danh từ) thế giới, hoàn cầu, địa cầu.
world	(danh từ) vũ trụ, vạn vật.
world	(danh từ) thế gian, trần tục, cõi trần gian, thế giới.
world	(danh từ) thiên hạ, nhân loại, mọi người.
world	(danh từ) cuộc đời, việc đời; xã hội, cuộc sống xã hội.
world	(danh từ) giới.
world	(danh từ) nhiều, một số lớn ((thường) a world of).
world	(danh từ) là tất cả.
world	(danh từ) thành công hoàn toàn và nhanh chóng.
world	(danh từ) (xem) for.
world	(danh từ) không vì bất cứ lý do gì, không đời nào.
world	(danh từ) (từ lóng) hết sức, rất mực.
world	(danh từ) đời thế nào thì phải theo thế.
world	(danh từ) (từ lóng) không chê vào đâu được, tuyệt diệu.
world	(danh từ) vĩnh viễn.
world	(danh từ) mọi cái cám dỗ con người.
world	(danh từ) (xem) give.
world bank	(danh từ) (kinh tế học) ngân hàng thế giới.
world war	(danh từ) chiến tranh thế giới, đại chiến thế giới (cuộc chiến tranh có nhiều nước tham gia).
world-beater	(danh từ) người hoặc cái gì giỏi hơn, tốt hơn...tất cả các người hoặc cái gì khác.
world-class	(tính từ) cỡ thế giới, tốt vào loại nhất thế giới.
world-famous	(tính từ) nổi tiếng khắp thế giới.
world-hater	(danh từ) như misanthrope.
world-old	(tính từ) xưa, cũ kỹ, lâu đời.
world-power	(danh từ) cường quốc thế giới.
world-renowned	(tính từ) như world-famous.
world-renowned	(tính từ) như world-famous.
world-weary	(tính từ) chán đời.
world-wide	(tính từ) khắp nơi, rộng khắp, khắp thế giới.
worldliness	(danh từ) tính chất trần tục.
worldliness	(danh từ) tính chất thời lưu.
worldling	(danh từ) người trần tục.
worldling	(danh từ) người thời lưu.
worldly	(tính từ) trên thế gian, (thuộc) thế gian.
worldly	(tính từ) trần tục, vật chất.
worldly	(tính từ) (như) worldly-minded.
worldly	(tính từ) có tính thời lưu, (thuộc) thời đại.
worldly-minded	(tính từ) thích những cái trần tục, thích vật chất.
worldly-wise	(tính từ) lõi đời, từng trải.
worldwide	(tính từ) toàn cầu.
worm	(danh từ) (động vật học) giun; sâu, trùng.
worm	(danh từ) (kỹ thuật) đường ren (của vít).
worm	(danh từ) (nghĩa bóng) người không đáng kể, người đáng khinh, đồ giun dế.
worm	(nội động từ) bò.
worm	(nội động từ) (nghĩa bóng) chui vào, luồn vào, lẻn vào.
worm	(ngoại động từ) tẩy giun sán cho.
worm	(ngoại động từ) bắt sâu, trừ sâu (ở luống rau...).
worm	(ngoại động từ) bò vào; lần vào, chui vào, luồn qua (nghĩa đen & nghĩa bóng).
worm	(ngoại động từ) (kỹ thuật) ren (một vít).
worm	(ngoại động từ) (nghĩa bóng) moi.
worms-eye view	(danh từ) đùa cợt) quay cảnh nhìn ở dưới lên.
worm-cast	(danh từ) đống đất nhỏ hình ống do giun đùn lên mặt đất.
worm-eaten	(tính từ) bị sâu đục, bị mọt ăn.
worm-eaten	(tính từ) (nghĩa bóng) cũ kỹ.
worm-gear	(danh từ) (kỹ thuật) truyền động trục vít.
worm-gear	(danh từ) bánh vít.
worm-hole	(danh từ) lỗ sâu, lỗ mọt (trong gỗ, trái cây).
worm-like	(tính từ) giống con sâu; dạng giun.
worm-like	(tính từ) khúm núm; bợ đỡ; xu nịnh.
worm-powder	(danh từ) (y học) bột tẩy giun.
worm-wheel	(danh từ) (kỹ thuật) bánh vít.
wormwood	(danh từ) (thực vật học) cây ngải apxin, cây ngải tây.
wormwood	(danh từ) (nghĩa bóng) nỗi đắng cay, nỗi khổ nhục.
wormy	(tính từ) có giun, có sán.
wormy	(tính từ) nhiều sâu.
wormy	(tính từ) bị sâu đục.
wormy	(tính từ) giống con giun, hình ngoằn ngoèo.
worn-out	(tính từ) rất mòn và do đó không còn dùng được nữa.
worn-out	(tính từ) mệt lử, kiệt sức (người).
worriedly	(phó từ) bồn chồn, lo nghĩ, cảm thấy lo lắng, tỏ ra lo lắng.
worrier	(danh từ) người hay lo lắng.
worriment	(danh từ) sự lo lắng.
worriment	(danh từ) điều lo nghĩ.
worrisome	(tính từ) gây ra lo lắng, gây ra rắc rối, làm phiền.
worry	(danh từ) sự lo lắng; điều lo nghĩ.
worry	(danh từ) sự quấy rầy; điều làm phiền, điều khó chịu.
worry	(danh từ) sự nhạy (của chó săn).
worry	(ngoại động từ) quấy rầy, làm phiền, làm khó chịu.
worry	(nội động từ) lo, lo nghĩ.
worry	(nội động từ) nhay (chó).
worry	(nội động từ) vẫn tiến bước mặc dầu gặp khó khăn.
worry	(nội động từ) lo lắng để giải quyết bằng xong (một vấn đề).
worry	(nội động từ) (từ mỹ, nghĩa mỹ), (thông tục) điều đó chẳng phiền hà gì tôi chút nào.
worrying	(tính từ) gây ra lo lắng cho ai, gây lo nghĩ.
worrying	(tính từ) nhiều lo lắng, nhiều lo nghĩ.
worse	(tính từ (cấp so sánh của bad)) xấu hơn, tồi hơn, dở hơn.
worse	(tính từ (cấp so sánh của bad)) ác hơn.
worse	(tính từ (cấp so sánh của bad)) nguy hiểm hơn.
worse	(tính từ (cấp so sánh của bad)) (vị ngữ) nặng hơn, trầm trọng hơn, nguy kịch hơn (bệnh, hoàn cảnh).
worse	(phó từ (cấp so sánh của badly)) xấu hơn, kém hơn.
worse	(phó từ (cấp so sánh của badly)) tệ hơn, mạnh hơn, quá quắt hơn.
worse	(danh từ) cái xấu hơn, cái tệ hơn, cái tồi hơn.
worse	(danh từ) tình trạng xấu hơn, chiều hướng xấu hơn.
worse	(danh từ) (the worse) sự thua cuộc.
worsen	(ngoại động từ) làm cho xấu hơn, làm cho tồi hơn, làm cho tệ hơn.
worsen	(ngoại động từ) (thông tục) thắng.
worsen	(nội động từ) trở nên xấu hơn, trở nên tồi hơn, trở nên tệ hơn.
worship	(danh từ) (tôn giáo) sự thờ cúng, sự cúng bái.
worship	(danh từ) sự tôn kính, sự suy tôn, sự tôn sùng.
worship	(danh từ) ngài.
worship	(ngoại động từ) thờ, thờ phụng, cúng bái.
worship	(ngoại động từ) tôn kính, suy tôn, tôn sùng.
worship	(nội động từ) đi lễ.
worshiper	(danh từ) (tôn giáo) người thờ cúng.
worshiper	(danh từ) người tôn sùng, người sùng bái.
worshipful	(tính từ) đáng tôn kính, đáng tôn sùng, đáng sùng bái.
worshipper	(danh từ) (tôn giáo) người thờ cúng.
worshipper	(danh từ) người tôn sùng, người sùng bái.
worst	(tính từ (cấp cao nhất của bad)) xấu nhất, tồi nhất, tệ nhất.
worst	(tính từ (cấp cao nhất của bad)) độc ác nhất.
worst	(tính từ (cấp cao nhất của bad)) nghiêm trọng nhất.
worst	(tính từ (cấp cao nhất của bad)) (y học) ốm yếu nhất.
worst	(phó từ (cấp cao nhất của badly)) xấu nhất, tồi nhất, tệ nhất.
worst	(danh từ) cái xấu nhất, cái tồi nhất, cái tệ nhất.
worst	(danh từ) thời kỳ xấu nhất, thời kỳ dữ dội nhất, thời kỳ găng nhất.
worst	(danh từ) sự thua kém.
worst	(danh từ) trong tình hình xấu nhất.
worst	(danh từ) thì mày cứ thử làm đi (ý thách thức).
worst	(ngoại động từ) đánh bại, hơn.
worsted	(danh từ) sợi len xe.
worsted	(danh từ) vải len xe.
wort	(danh từ) hèm rượu.
wort	(danh từ) (từ hiếm, nghĩa hiếm) cỏ, cây cỏ.
worth	(tính từ vị ngữ) giá, đáng giá.
worth	(tính từ vị ngữ) đáng, bõ công.
worth	(tính từ vị ngữ) có.
worth	(tính từ vị ngữ) làm hết sức mình.
worth	(danh từ) giá; giá cả.
worth	(danh từ) số lượng (hàng...) vừa giá (một số tiền nào đấy).
worth	(danh từ) giá trị.
worth-while	(tính từ) đáng giá, bõ công.
worthful	(tính từ) (từ hiếm) xứng đáng; được tôn tọng.
worthful	(tính từ) quí; quí giá.
worthily	(phó từ) xứng đáng với, đáng làm.
worthily	(phó từ) đáng coi trọng, đáng được kính trọng, đáng được cân nhắc.
worthily	(phó từ) <đùa> đáng kính, đáng trọng, đáng được kính trọng, đáng được thừa nhận (nhất là về một người).
worthily	(phó từ) thích đáng; thích hợp.
worthily	(phó từ) xứng đáng, tiêu biểu cho.
worthiness	(danh từ) sự xứng đáng.
worthiness	(danh từ) giá trị.
worthless	(tính từ) không có giá trị, vô dụng, không ra gì; không xứng đáng.
worthlessness	(danh từ) tính chất không có giá trị, tính chất vô dụng, tính chất không ra gì; tính chất không xứng đáng.
worthwhile	(tính từ) quan trọng, thú vị hoặc đáng bỏ thời gian, tiền của hoặc nỗ lực; đáng giá; bõ công.
worthy	(tính từ) xứng đáng, có phẩm giá đáng kính, đáng trọng (người).
